"","GeneID","Length","logFC","logCPM","LR","PValue","FDR"
"ENSMUSG00000065568","ENSMUSG00000065568",95,-4.33619532332356,9.59641682287544,28.6038541274327,8.88052503203738e-08,4.52152889541395e-05
"ENSMUSG00000029419","ENSMUSG00000029419",5020,-4.86779997594265,5.35314845092954,28.5157380070103,9.29399567402663e-08,4.52152889541395e-05
"ENSMUSG00000093187","ENSMUSG00000093187",80,-4.33802776745759,9.59014429984389,28.4064136434721,9.83389818139666e-08,4.53239191444687e-05
"ENSMUSG00000077001","ENSMUSG00000077001",78,-4.46185280984709,6.56990187619689,28.0183002701627,1.20173599519865e-07,5.26180105497727e-05
"ENSMUSG00000076251","ENSMUSG00000076251",109,-4.20053392256701,9.36146257347656,27.5095786672028,1.56318397331463e-07,6.51847716872202e-05
"ENSMUSG00000052187","ENSMUSG00000052187",633,5.6555578831154,5.06788521605084,27.4105856766313,1.64528153350778e-07,6.54896835860347e-05
"ENSMUSG00000076049","ENSMUSG00000076049",79,-4.13404463072769,10.4667236148998,27.056124456165,1.9763307566311e-07,7.52466453731241e-05
"ENSMUSG00000065601","ENSMUSG00000065601",65,-4.10703529480683,8.63513218629289,26.7766479366858,2.2838051965735e-07,8.2475070049774e-05
"ENSMUSG00000076458","ENSMUSG00000076458",108,-4.64575971593904,4.71305223589158,26.7168816691146,2.3555452713922e-07,8.2475070049774e-05
"ENSMUSG00000064366","ENSMUSG00000064366",71,-4.07433266673857,10.7745747442677,26.5999068475494,2.50255819245623e-07,8.2475070049774e-05
"ENSMUSG00000065536","ENSMUSG00000065536",108,-4.19043797908588,10.4385423836012,26.4906793093957,2.6481274156422e-07,8.2475070049774e-05
"ENSMUSG00000065520","ENSMUSG00000065520",70,-4.27683491292723,11.9748230681866,26.4659828166996,2.68220011071918e-07,8.2475070049774e-05
"ENSMUSG00000077962","ENSMUSG00000077962",76,-4.09716117968743,7.87486585847862,26.4138954919329,2.75551046343363e-07,8.2475070049774e-05
"ENSMUSG00000097407","ENSMUSG00000097407",1859,5.21972137673653,7.08488164057634,26.3064614831465,2.91312419275774e-07,8.2475070049774e-05
"ENSMUSG00000076972","ENSMUSG00000076972",79,-4.0810671944529,9.01229699098845,26.3021476966707,2.91963819977503e-07,8.2475070049774e-05
"ENSMUSG00000114456","ENSMUSG00000114456",1679,5.08078125916631,5.34643406797959,26.2008656880705,3.07684565867536e-07,8.4199804478188e-05
"ENSMUSG00000063415","ENSMUSG00000063415",5352,-4.51288764867758,7.25964734371681,25.9790935122794,3.45134725739412e-07,9.15862058575767e-05
"ENSMUSG00000065511","ENSMUSG00000065511",90,-4.1006885024355,8.83487774945797,25.5117055230219,4.39707102688916e-07,0.000110225242090087
"ENSMUSG00000065500","ENSMUSG00000065500",68,-4.39046359159659,13.1937135523306,25.5080169679899,4.40548529536718e-07,0.000110225242090087
"ENSMUSG00000011179","ENSMUSG00000011179",3405,4.95950249316458,6.63212123041877,25.3221216650124,4.85113128298734e-07,0.000118003768458667
"ENSMUSG00000036860","ENSMUSG00000036860",1027,-5.07531651635222,3.90534688205255,25.2030173360739,5.16014029166986e-07,0.000122127969011224
"ENSMUSG00000065609","ENSMUSG00000065609",97,-4.07494369205712,10.8548566816923,25.0392130574404,5.61761449865385e-07,0.000129456447801873
"ENSMUSG00000096291","ENSMUSG00000096291",79,-5.12940252817208,3.94934116589411,24.9130254125896,5.99758264232099e-07,0.000134668797945654
"ENSMUSG00000065396","ENSMUSG00000065396",70,-4.03352408485261,16.3092295722285,24.7395857795982,6.56224170168153e-07,0.000143663876454063
"ENSMUSG00000051920","ENSMUSG00000051920",5112,5.59350150232543,6.30673051323627,24.6860512223946,6.74707357508453e-07,0.000143840455207421
"ENSMUSG00000021196","ENSMUSG00000021196",13401,-4.99606062476281,3.86676352746001,24.6431866475167,6.89882279172284e-07,0.000143840455207421
"ENSMUSG00000075254","ENSMUSG00000075254",12728,4.57164912458332,7.09586029102137,24.2324396313078,8.53819981785125e-07,0.000173881432104473
"ENSMUSG00000065590","ENSMUSG00000065590",91,-3.87166892512844,7.40244866528126,23.8185543146829,1.05857128845412e-06,0.000210679744840744
"ENSMUSG00000020914","ENSMUSG00000020914",9013,5.16842049117913,4.65308798401581,23.4927340873317,1.25386405346176e-06,0.000244001944803658
"ENSMUSG00000077896","ENSMUSG00000077896",76,-3.79611511045197,10.5032029145436,23.2933989350066,1.39076505375153e-06,0.000264759338602222
"ENSMUSG00000101013","ENSMUSG00000101013",5410,-4.13890961162294,6.32455061066146,23.1358543993153,1.50949574722584e-06,0.000281247962945887
"ENSMUSG00000092815","ENSMUSG00000092815",84,-3.84488836365955,9.27365128158877,22.8954262101574,1.71058404857466e-06,0.00031207467736184
"ENSMUSG00000065538","ENSMUSG00000065538",69,-3.74728517434295,12.4763859510822,22.4783639196709,2.12523942901514e-06,0.000374736883014125
"ENSMUSG00000064348","ENSMUSG00000064348",71,-4.04648424280764,6.3122426941464,22.4653905724746,2.13964190370061e-06,0.000374736883014125
"ENSMUSG00000031004","ENSMUSG00000031004",10061,4.99179179485165,4.50329178678756,22.4069440051761,2.2057507897219e-06,0.000378740385599895
"ENSMUSG00000040907","ENSMUSG00000040907",5958,-4.0425249378171,4.60783111840481,22.2367319985602,2.41018488879248e-06,0.000405884405214534
"ENSMUSG00000065481","ENSMUSG00000065481",98,-3.70425710347487,6.83762900123216,22.013117889645,2.70793365720295e-06,0.000447422170492948
"ENSMUSG00000065613","ENSMUSG00000065613",91,3.80520860401894,11.8657022235124,21.5398144600147,3.46558400395535e-06,0.00056200220597476
"ENSMUSG00000065472","ENSMUSG00000065472",71,-3.63944328752737,14.1570934566249,21.3476409378668,3.83091868045042e-06,0.000609951906994624
"ENSMUSG00000013415","ENSMUSG00000013415",9682,4.86383491600758,4.39901098845839,21.2729952745819,3.98303318923523e-06,0.00062284681496666
"ENSMUSG00000019966","ENSMUSG00000019966",5911,-3.93263950591695,5.00245071206622,21.1255849615934,4.30146624491427e-06,0.000660841050994987
"ENSMUSG00000096811","ENSMUSG00000096811",79,-4.71569011599577,3.61679779219007,21.0907691662443,4.38033130735991e-06,0.000661354504457771
"ENSMUSG00000000184","ENSMUSG00000000184",9409,4.11262148911706,5.35260786575193,20.9086175440109,4.81722579335145e-06,0.000707428427433542
"ENSMUSG00000040428","ENSMUSG00000040428",6371,-3.95396019439424,5.04758844091207,20.8967906276652,4.84706014000371e-06,0.000707428427433542
"ENSMUSG00000065401","ENSMUSG00000065401",66,-3.79052523858193,9.32070443192916,20.7643037029925,5.19421598227443e-06,0.000745668022242249
"ENSMUSG00000065440","ENSMUSG00000065440",88,-3.59435277039096,12.4363955781103,20.6356676533908,5.55514813500969e-06,0.000784619874488385
"ENSMUSG00000065495","ENSMUSG00000065495",65,-3.66244330417281,7.72652475255963,20.5652379946053,5.76331928947442e-06,0.000790325897264027
"ENSMUSG00000096496","ENSMUSG00000096496",79,-4.54967265980814,3.51346345604536,20.5471873627471,5.81792118049443e-06,0.000790325897264027
"ENSMUSG00000094068","ENSMUSG00000094068",79,-3.74115876134868,5.49340617709637,20.5021222180204,5.95651724362348e-06,0.000790325897264027
"ENSMUSG00000065434","ENSMUSG00000065434",108,-3.58580274220174,9.55347451509782,20.5021116601188,5.95655009928352e-06,0.000790325897264027
"ENSMUSG00000095349","ENSMUSG00000095349",93,-4.57029144559549,3.50656747360397,20.3749811848163,6.36566148082678e-06,0.000832001456531345
"ENSMUSG00000065602","ENSMUSG00000065602",83,-3.61315931144947,13.3947386562257,20.1975193068211,6.98434496548492e-06,0.000899439836216934
"ENSMUSG00000065524","ENSMUSG00000065524",100,-3.4955662159034,10.7035970469683,20.1388384179149,7.20192861158425e-06,0.000914018679009323
"ENSMUSG00000093854","ENSMUSG00000093854",79,-4.27068735067302,3.93610788875791,20.0014357937672,7.73840372127014e-06,0.000968074305530894
"ENSMUSG00000065571","ENSMUSG00000065571",95,-3.40098961162405,9.53758627713538,19.7485341274252,8.83294165526753e-06,0.00108943760669264
"ENSMUSG00000065519","ENSMUSG00000065519",110,-3.63277193584852,12.1854504697487,19.6564547910668,9.26896713962754e-06,0.0011273381283572
"ENSMUSG00000053141","ENSMUSG00000053141",12611,-3.8769106213084,5.22062542176666,19.6167990224963,9.46334711938604e-06,0.00113521274965019
"ENSMUSG00000065575","ENSMUSG00000065575",91,-3.4080626700178,9.76727000496166,19.4699705391909,1.02193730191219e-05,0.00120933850714122
"ENSMUSG00000030209","ENSMUSG00000030209",24842,-3.80592553343344,4.00441478362145,19.3856175726037,1.0680842051753e-05,0.00124709511796268
"ENSMUSG00000030077","ENSMUSG00000030077",12293,-3.71354896530253,4.25443064555259,19.2091360087041,1.1715137874995e-05,0.00133352993352386
"ENSMUSG00000064359","ENSMUSG00000064359",68,-3.37398196541349,11.4423028278313,19.2074184766176,1.1725682868715e-05,0.00133352993352386
"ENSMUSG00000101355","ENSMUSG00000101355",411,4.73937504803429,4.28899933979246,19.0853753681181,1.24999084210857e-05,0.00140335510312112
"ENSMUSG00000031822","ENSMUSG00000031822",10351,-3.43304280101475,7.67409932686965,19.0363528188006,1.28251699655227e-05,0.00142164573908965
"ENSMUSG00000101939","ENSMUSG00000101939",345,-3.41031407706637,9.23557365951057,18.9838454105261,1.31829876268016e-05,0.00144304278309877
"ENSMUSG00000089357","ENSMUSG00000089357",66,3.93116176645759,8.2705569494113,18.9364337268516,1.35146865107376e-05,0.00146108777499418
"ENSMUSG00000043388","ENSMUSG00000043388",2903,-3.94751199474601,3.70932003467669,18.8763074745635,1.39474216144041e-05,0.00148948257411386
"ENSMUSG00000098300","ENSMUSG00000098300",108,-3.31130900696131,8.46161271327977,18.7029714731266,1.52744272913901e-05,0.00160957303510656
"ENSMUSG00000004891","ENSMUSG00000004891",6416,4.13679874071807,4.55225741027847,18.6824691914827,1.54395494974251e-05,0.00160957303510656
"ENSMUSG00000093202","ENSMUSG00000093202",88,-3.56828799230184,5.54161794865863,18.5724044984618,1.6357134244518e-05,0.00167855530035128
"ENSMUSG00000065499","ENSMUSG00000065499",88,-3.34266935096892,11.0130351952945,18.5576061318408,1.6484612975929e-05,0.00167855530035128
"ENSMUSG00000077107","ENSMUSG00000077107",92,-3.49593236924527,5.79324220379059,18.4382498348914,1.75499617561659e-05,0.00176649442642235
"ENSMUSG00000065456","ENSMUSG00000065456",65,3.65512347780343,6.68258003213943,18.4106330798054,1.78061580103213e-05,0.00177191506473164
"ENSMUSG00000026728","ENSMUSG00000026728",4743,4.14699319468086,4.56079884416411,18.3029556090599,1.88414619771588e-05,0.00185387283746044
"ENSMUSG00000029120","ENSMUSG00000029120",4450,-4.32284551302248,3.32544666522703,18.0134884754127,2.19345268719375e-05,0.00213422946463952
"ENSMUSG00000058773","ENSMUSG00000058773",743,4.45548529057665,4.06982391332426,17.9683275335167,2.24611268272429e-05,0.00216145151237545
"ENSMUSG00000054640","ENSMUSG00000054640",18807,-3.3766034885534,5.21446189664094,17.8980262895867,2.33062687230315e-05,0.0022062327038821
"ENSMUSG00000040610","ENSMUSG00000040610",1533,3.9166679698975,9.72638940289539,17.8879204288658,2.3430357595185e-05,0.0022062327038821
"ENSMUSG00000047261","ENSMUSG00000047261",1523,-3.87974220988478,3.65802722346255,17.7419756684661,2.52982315181743e-05,0.00233695140351935
"ENSMUSG00000017740","ENSMUSG00000017740",7447,-4.30434536765515,3.33325331426028,17.7300836983466,2.54568692451385e-05,0.00233695140351935
"ENSMUSG00000055022","ENSMUSG00000055022",9433,-4.3224178236069,3.32477099588971,17.7036743482129,2.58127514837992e-05,0.00233695140351935
"ENSMUSG00000065428","ENSMUSG00000065428",76,-3.20441717010897,10.6448175797311,17.6859159638515,2.6054863532128e-05,0.00233695140351935
"ENSMUSG00000093656","ENSMUSG00000093656",3215,3.57050140088914,5.39990299806117,17.6787698977411,2.61529333727186e-05,0.00233695140351935
"ENSMUSG00000069301","ENSMUSG00000069301",485,3.59223947331349,5.18807077977852,17.5152605899121,2.85010820383785e-05,0.00252105025666748
"ENSMUSG00000033981","ENSMUSG00000033981",15548,-3.37552625148028,4.28788807943101,17.4958164685435,2.87940588043677e-05,0.00252149572949848
"ENSMUSG00000027438","ENSMUSG00000027438",7051,-3.86392284371031,5.10630463547275,17.4603765310931,2.93358624239029e-05,0.0025435064083774
"ENSMUSG00000049336","ENSMUSG00000049336",11474,-4.38594042742174,3.39431547103297,17.3383796359885,3.12805093891172e-05,0.00268552373255391
"ENSMUSG00000030806","ENSMUSG00000030806",4802,-3.73803284056784,3.55240022161553,16.9712867955771,3.79494175558549e-05,0.00320359589494296
"ENSMUSG00000065530","ENSMUSG00000065530",65,-3.12997649483321,13.0881997653028,16.9664317613104,3.80465882236003e-05,0.00320359589494296
"ENSMUSG00000018411","ENSMUSG00000018411",7531,-3.26913359346602,4.93081627286438,16.9476807543383,3.84242327934596e-05,0.00320458101497453
"ENSMUSG00000070107","ENSMUSG00000070107",107,-3.59629089573267,3.88779014726455,16.8948311284749,3.95090233754778e-05,0.00326396714810433
"ENSMUSG00000020431","ENSMUSG00000020431",12522,-3.75704037933599,3.54470405044067,16.8151919660687,4.12021341294431e-05,0.00337202886515451
"ENSMUSG00000093122","ENSMUSG00000093122",86,-3.48520058370054,4.1193719778381,16.6815083410396,4.42098416418091e-05,0.00357822470754521
"ENSMUSG00000076041","ENSMUSG00000076041",80,3.21137147254445,6.82035072376971,16.6577351535186,4.47673804857068e-05,0.00357822470754521
"ENSMUSG00000036766","ENSMUSG00000036766",4784,-3.5004664644253,3.79105869935293,16.6501211218951,4.49474383727274e-05,0.00357822470754521
"ENSMUSG00000018595","ENSMUSG00000018595",2010,-3.85878126104067,4.09872907213171,16.4396531883582,5.02235538539765e-05,0.00396223118107453
"ENSMUSG00000024109","ENSMUSG00000024109",20733,-3.41483846817941,4.08731557094293,16.4139425138225,5.09093841045074e-05,0.00398047746967117
"ENSMUSG00000098487","ENSMUSG00000098487",64,-3.51810663126181,3.85066192236011,16.3700594044216,5.21017884854482e-05,0.00403765806873513
"ENSMUSG00000076120","ENSMUSG00000076120",98,-3.08372392703024,7.41932214797002,16.3013042297398,5.40267534577933e-05,0.00414189964949288
"ENSMUSG00000098866","ENSMUSG00000098866",110,4.23244058541057,3.90109547342982,16.2885062554397,5.43928810884642e-05,0.00414189964949288
"ENSMUSG00000065507","ENSMUSG00000065507",68,-3.0460573253955,12.7761091852425,16.1976555261443,5.7064696442127e-05,0.00430789264434229
"ENSMUSG00000056602","ENSMUSG00000056602",29729,-3.26401203080593,4.17678744834268,16.1561334980619,5.83293800504196e-05,0.00436572975300448
"ENSMUSG00000058153","ENSMUSG00000058153",6070,-3.43692177497277,3.74347320538621,16.1112116950903,5.97293815470313e-05,0.00443262876446909
"ENSMUSG00000061615","ENSMUSG00000061615",473,4.24307246658135,3.91161162890077,16.0500436891591,6.16902035953218e-05,0.00449079854292909
"ENSMUSG00000026605","ENSMUSG00000026605",15433,4.26997813768004,3.93298534361023,16.0496128580918,6.17042416185685e-05,0.00449079854292909
"ENSMUSG00000047591","ENSMUSG00000047591",2739,-4.23433070109982,3.26164785553851,16.038980951857,6.20516870725614e-05,0.00449079854292909
"ENSMUSG00000031517","ENSMUSG00000031517",3215,-3.19480918374384,4.37929306365919,15.8836698280397,6.7357408662752e-05,0.00483482645622721
"ENSMUSG00000064338","ENSMUSG00000064338",69,-3.07189561700735,13.678241872424,15.867940796787,6.79195662945984e-05,0.00483554180521787
"ENSMUSG00000000948","ENSMUSG00000000948",5216,-3.1128053543486,5.37144193390546,15.8277286826009,6.93783024357077e-05,0.00489956285830236
"ENSMUSG00000004110","ENSMUSG00000004110",25228,-3.45772800975353,3.73613631728818,15.7736838243009,7.1388605226138e-05,0.00500120012772232
"ENSMUSG00000040037","ENSMUSG00000040037",10506,-3.14963291369416,4.94083590879187,15.6848338965566,7.48217216976509e-05,0.00520010965798673
"ENSMUSG00000032228","ENSMUSG00000032228",15529,3.71138008435426,4.21010515429783,15.6134593323284,7.76995539061606e-05,0.00535759837445865
"ENSMUSG00000088587","ENSMUSG00000088587",73,-3.082404662104,6.42559184830883,15.4359721307641,8.5348097104866e-05,0.00583634110560349
"ENSMUSG00000036181","ENSMUSG00000036181",1560,3.41651121629623,5.26328312017511,15.4221293205266,8.59755627067318e-05,0.00583634110560349
"ENSMUSG00000065460","ENSMUSG00000065460",104,-3.4573411546881,3.80566618788828,15.380533719375,8.78890722497362e-05,0.00592034312069954
"ENSMUSG00000099236","ENSMUSG00000099236",66,-3.04674240703419,8.08664632265389,15.2407895711226,9.46371456058543e-05,0.00632624033641577
"ENSMUSG00000060093","ENSMUSG00000060093",539,3.4702979612798,4.47813460568689,15.218862373311,9.57423269080457e-05,0.00635163300555876
"ENSMUSG00000019777","ENSMUSG00000019777",4474,4.10050427581715,3.80364633840735,15.1894042098986,9.72475601347735e-05,0.00640298409097904
"ENSMUSG00000065557","ENSMUSG00000065557",94,-2.94388297864994,7.2119854282792,15.1060514854425,0.000101636956510153,0.00664205095641353
"ENSMUSG00000006289","ENSMUSG00000006289",4933,-3.40790493973077,5.82043082993277,15.0512353986026,0.000104631748854083,0.00678711277566817
"ENSMUSG00000076123","ENSMUSG00000076123",79,-2.92643891660221,6.96793472246781,14.9316648271375,0.00011147613789715,0.00717791573209813
"ENSMUSG00000019775","ENSMUSG00000019775",8298,-4.0104283367711,3.13086762310894,14.7330719227653,0.000123854567861946,0.00791028895589329
"ENSMUSG00000033597","ENSMUSG00000033597",7566,-4.02767605729707,3.1223861575998,14.720899202616,0.000124656831781806,0.00791028895589329
"ENSMUSG00000064371","ENSMUSG00000064371",67,-2.86556616736648,6.88562871616407,14.4970756211075,0.000140377295638504,0.00884376962522578
"ENSMUSG00000070108","ENSMUSG00000070108",92,-2.89800680388273,7.11028648605741,14.2816579106466,0.000157391101143486,0.00975927379082597
"ENSMUSG00000058297","ENSMUSG00000058297",5533,-3.5111235037417,3.37008057303398,14.2640350876529,0.000158871649621236,0.00975927379082597
"ENSMUSG00000076286","ENSMUSG00000076286",100,-2.88643882093095,8.34771552192123,14.2594908001039,0.000159255698849788,0.00975927379082597
"ENSMUSG00000093108","ENSMUSG00000093108",68,-3.03138825187594,6.50754352046953,14.2351109001776,0.000161332126112587,0.00975927379082597
"ENSMUSG00000029458","ENSMUSG00000029458",8419,3.57387148332618,5.76538480652724,14.2340787790911,0.000161420630575642,0.00975927379082597
"ENSMUSG00000028782","ENSMUSG00000028782",6487,3.25157029617047,7.41701901051258,14.2250724643688,0.000162195000627713,0.00975927379082597
"ENSMUSG00000060961","ENSMUSG00000060961",11333,-3.17441363346603,5.56217013526413,14.207461462339,0.000163720035664073,0.00975927379082597
"ENSMUSG00000070127","ENSMUSG00000070127",109,-3.57718267292591,3.43745344185606,14.2062584124403,0.000163824739893961,0.00975927379082597
"ENSMUSG00000085945","ENSMUSG00000085945",2810,-2.9442423930642,8.00243063286733,14.0734734327457,0.000175805813583422,0.010402239929392
"ENSMUSG00000024590","ENSMUSG00000024590",2962,3.52460774975028,4.06883739257265,14.0063604884963,0.000182193277291938,0.0107078290553389
"ENSMUSG00000065582","ENSMUSG00000065582",86,-2.8674621571531,7.5423654524473,13.9234899213196,0.000190404013255312,0.0111157862938451
"ENSMUSG00000076258","ENSMUSG00000076258",57,-3.05616407491017,5.60761271753684,13.7927746550853,0.00020411972951673,0.0118375925256822
"ENSMUSG00000064336","ENSMUSG00000064336",68,-2.84678162852846,7.31582624080066,13.7225314567694,0.000211897080233225,0.0121858034123151
"ENSMUSG00000065435","ENSMUSG00000065435",97,-2.79114004918579,10.528121309919,13.6993672678911,0.000214526751101459,0.0121858034123151
"ENSMUSG00000030854","ENSMUSG00000030854",5794,-3.91231819242933,3.04738950568724,13.6892094027516,0.000215690251102984,0.0121858034123151
"ENSMUSG00000004558","ENSMUSG00000004558",3397,-3.91231819242933,3.04738950568724,13.6892094027516,0.000215690251102984,0.0121858034123151
"ENSMUSG00000028780","ENSMUSG00000028780",7140,3.53698930157152,4.07311498296864,13.6340515762825,0.000222120037928146,0.0124686228983127
"ENSMUSG00000076219","ENSMUSG00000076219",82,-2.77781082087354,10.5586627546633,13.5593475388075,0.000231137430231747,0.0127193357308546
"ENSMUSG00000061911","ENSMUSG00000061911",14018,-3.40151538023492,3.31591988282029,13.5530090303082,0.000231919313655678,0.0127193357308546
"ENSMUSG00000029821","ENSMUSG00000029821",12742,-3.40196440377772,3.31625750635417,13.5506358660664,0.000232212739380029,0.0127193357308546
"ENSMUSG00000064355","ENSMUSG00000064355",65,-2.75521622591591,8.52313013864158,13.5491534323241,0.000232396222100803,0.0127193357308546
"ENSMUSG00000065532","ENSMUSG00000065532",61,-2.84345261712348,7.74579360658394,13.5000325375567,0.000238559317494953,0.0129755524428777
"ENSMUSG00000030357","ENSMUSG00000030357",2795,3.86598542638578,3.63275789572839,13.4394828927685,0.00024638352521874,0.0133183983354352
"ENSMUSG00000030683","ENSMUSG00000030683",4210,-3.91455151626093,3.04847122831866,13.4046042666564,0.000251007407797532,0.0134851034974417
"ENSMUSG00000041329","ENSMUSG00000041329",4085,-3.89460141023403,3.05611760112944,13.258027920706,0.000271415027215902,0.0144925694715223
"ENSMUSG00000031715","ENSMUSG00000031715",7777,2.78400007063443,8.57739471970959,13.2044105195548,0.000279291074940649,0.0148227390500319
"ENSMUSG00000070570","ENSMUSG00000070570",5392,4.15387628133677,3.82882312453328,13.1655235915475,0.000285147100397522,0.0150423684227777
"ENSMUSG00000092921","ENSMUSG00000092921",63,-2.73954211705222,4.66654594934299,13.1528084723667,0.000287088614618475,0.0150541017857125
"ENSMUSG00000049583","ENSMUSG00000049583",10247,-4.00232849234925,3.12909390497753,13.0848722652453,0.000297690133083374,0.0155170981869709
"ENSMUSG00000020649","ENSMUSG00000020649",2771,3.84714831767049,3.61963374805922,13.0368391221639,0.000305423145314638,0.0158259791924277
"ENSMUSG00000075318","ENSMUSG00000075318",12867,-3.12987950390428,3.54325736047848,13.0042228094386,0.000310789308098963,0.0159642416377043
"ENSMUSG00000098884","ENSMUSG00000098884",59,-3.13258710014385,3.54515814761294,12.9985186184851,0.000311737503716734,0.0159642416377043
"ENSMUSG00000033952","ENSMUSG00000033952",11590,3.80949546560566,3.59154716474628,12.9829499524097,0.000314340321687142,0.0160039430058971
"ENSMUSG00000031328","ENSMUSG00000031328",9457,2.95185779283339,4.89685669914101,12.9521919109298,0.000319547137254475,0.016174995843569
"ENSMUSG00000105399","ENSMUSG00000105399",66,-3.25883423761953,3.97038288022438,12.9275063372985,0.000323788831692594,0.0162955103398393
"ENSMUSG00000014602","ENSMUSG00000014602",9330,-2.72675396294662,4.60046655350569,12.8679525942358,0.000334257102545943,0.016726225411399
"ENSMUSG00000026833","ENSMUSG00000026833",3553,-3.06797902435133,3.48036799775482,12.8269017283924,0.000341671056644687,0.017000076380895
"ENSMUSG00000027500","ENSMUSG00000027500",5602,-2.69625002180384,4.72968798216785,12.8053558059737,0.000345628477071888,0.0170998224503872
"ENSMUSG00000089726","ENSMUSG00000089726",3536,2.79020077443817,6.39516683855,12.7918726225926,0.000348128466857582,0.0171267471026508
"ENSMUSG00000031391","ENSMUSG00000031391",7347,-2.89264769188435,3.95951811985334,12.6730326221498,0.000370967348048813,0.0181483858483992
"ENSMUSG00000105853","ENSMUSG00000105853",82,-2.64714709259121,10.1246034736106,12.6572889089457,0.000374104304467203,0.0182001744123294
"ENSMUSG00000116305","ENSMUSG00000116305",1874,-3.32028955118451,3.2425186283037,12.6297632348204,0.000379653258884769,0.0183680861218449
"ENSMUSG00000070802","ENSMUSG00000070802",4147,-3.05070084621373,3.48793938518185,12.6161945141664,0.00038241907934498,0.018400241086945
"ENSMUSG00000069270","ENSMUSG00000069270",2482,3.25109960966395,4.30130247154141,12.5832990640336,0.000389209090748154,0.0186246120638338
"ENSMUSG00000069170","ENSMUSG00000069170",24878,3.30773465383293,3.90823874932864,12.5433433366748,0.000397620230493527,0.0188460270487427
"ENSMUSG00000033900","ENSMUSG00000033900",6671,-3.3030703253525,3.25055816082659,12.5409006833042,0.000398140345325727,0.0188460270487427
"ENSMUSG00000038456","ENSMUSG00000038456",7229,3.98518223902364,3.71073634242298,12.5268763975855,0.000401139850645665,0.0188859229683016
"ENSMUSG00000021614","ENSMUSG00000021614",14462,2.85143498035593,5.00443070054619,12.4471820642451,0.000418622928231051,0.0196036416177503
"ENSMUSG00000093952","ENSMUSG00000093952",119,-3.58273302206746,3.44137777572897,12.4035332001493,0.000428522276635667,0.0199117704919966
"ENSMUSG00000045038","ENSMUSG00000045038",7261,-3.78876721370424,2.9694890685941,12.3797341099689,0.000434018952208172,0.0199117704919966
"ENSMUSG00000065544","ENSMUSG00000065544",70,-2.75714218929439,8.21203769791994,12.3745377193272,0.000435228550061253,0.0199117704919966
"ENSMUSG00000036510","ENSMUSG00000036510",7740,-3.79028994294435,2.97058848117723,12.3722044471629,0.000435772787086315,0.0199117704919966
"ENSMUSG00000076361","ENSMUSG00000076361",75,2.97025612847475,13.755989496396,12.3687838794521,0.000436571877864948,0.0199117704919966
"ENSMUSG00000027220","ENSMUSG00000027220",3761,-3.3043394730109,3.25158744038254,12.3272796739815,0.000446386452408077,0.0202539179468266
"ENSMUSG00000078190","ENSMUSG00000078190",7928,3.27877348846771,3.8859658523084,12.2524688166079,0.000464642999252832,0.0209736017755518
